playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,ownGoalScored,successfulLaunches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,successfulCrossesOpenPlay,overruns,cornersTakenInclShortCorners,successfulCrossesAndCorners,throwInsToOppositionPlayer,clearancesOffTheLine,penaltiesConceded,redCards2ndYellow,otherGoals,setPiecesGoals,crossesNotClaimed
444145,Gabriel Martinelli,Forward,Arsenal,3,Brazil,2020-21,47.0,27.0,3.0,8.0,2.6042,7.0,1.0,14.0,13.0,144.0,2.0,1.0,2.0,,7.0,5.0,5.0,15.0,,24.0,1.0,3.5835,8.0,3.0,4.0,1.0,22.0,14.0,1.0,1.0,12.0,7.0,19.0,,143.0,9.0,81.0,1.0,,13.0,9.0,3.0,43.0,280.0,,23.0,,6.0,7.0,,1.4731,0.0,,17.0,23.0,1.0,1.0,,7.0,29.0,7.0,22.0,1.0,1.0,587.0,,31.0,8.0,112.0,46.0,3.0,3.0,32.0,56.0,78.0,6.0,0.0,32.0,,1.0,6.0,,97.0,3.0,,3.0,56.0,7.0,0.0,7.0,13.0,,8.0,,5.0,,4.0,5.0,3.3083,0.0,,,,,,,,,,2.0,,,,,,,,,,1.0,5.0,2.0,,5.0,,,,,,,
84450,Granit Xhaka,Midfielder,Arsenal,3,Switzerland,2020-21,121.0,72.0,8.0,7.0,1.3744,50.0,3.0,31.0,38.0,2189.0,1.0,1.0,0.0,8.0,2.0,2.0,2.0,36.0,3.0,95.0,2.0,28.1674,15.0,,37.0,1.0,203.0,31.0,,1.0,8.0,9.0,20.0,7.0,2125.0,6.0,269.0,26.0,7.0,437.0,39.0,130.0,307.0,2516.0,,967.0,1.0,51.0,45.0,,1.8737,1.0,0.4158,13.0,164.0,2.0,13.0,,29.0,215.0,9.0,75.0,9.0,4.0,2522.0,,134.0,32.0,1844.0,9.0,36.0,26.0,85.0,787.0,255.0,16.0,1.0,658.0,,4.0,24.0,,1010.0,23.0,,,180.0,39.0,1.0,7.0,8.0,7.0,24.0,,5.0,8.0,17.0,24.0,0.8651,7.0,,,,,,,,,,2.0,,,,,,,,,,34.0,3.0,1.0,,3.0,2.0,,,,,1.0,
98745,Héctor Bellerín,Defender,Arsenal,3,Spain,2020-21,98.0,61.0,6.0,5.0,0.5942,29.0,2.0,25.0,33.0,1114.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0,30.0,3.0,48.0,2.0,24.7221,18.0,2.0,7.0,1.0,91.0,25.0,1.0,,13.0,42.0,18.0,,1104.0,4.0,295.0,19.0,,468.0,21.0,18.0,250.0,1564.0,,434.0,,24.0,70.0,1.0,2.5661,0.0,,9.0,157.0,2.0,2.0,1.0,24.0,181.0,42.0,61.0,7.0,1.0,2094.0,2.0,79.0,50.0,915.0,49.0,31.0,24.0,68.0,67.0,177.0,18.0,1.0,329.0,,1.0,10.0,,511.0,21.0,,2.0,116.0,31.0,0.0,16.0,12.0,8.0,33.0,,5.0,4.0,18.0,10.0,0.8112,8.0,,,,,,,,,,6.0,,,,,,,,,,135.0,12.0,4.0,,12.0,18.0,,,,,,
192895,Kieran Tierney,Defender,Arsenal,3,Scotland,2020-21,103.0,53.0,6.0,3.0,0.381,27.0,,27.0,29.0,1180.0,1.0,,1.0,4.0,1.0,1.0,1.0,42.0,3.0,59.0,,22.9069,28.0,2.0,18.0,1.0,115.0,27.0,1.0,,14.0,102.0,28.0,,1154.0,6.0,450.0,15.0,,72.0,14.0,44.0,296.0,1801.0,,485.0,1.0,95.0,75.0,,2.6673,0.0,,9.0,147.0,3.0,,1.0,26.0,242.0,102.0,60.0,8.0,1.0,2301.0,,77.0,52.0,894.0,47.0,56.0,27.0,61.0,422.0,180.0,21.0,0.0,390.0,,1.0,12.0,,476.0,24.0,,2.0,120.0,18.0,0.0,22.0,16.0,10.0,16.0,,3.0,4.0,50.0,11.0,0.4512,4.0,,,,,,,,,,12.0,,,,,,,,,,168.0,23.0,4.0,,23.0,46.0,,,,,,
184029,Martin Ødegaard,Midfielder,Arsenal,3,Norway,2020-21,39.0,22.0,9.0,3.0,0.5739,9.0,2.0,14.0,13.0,496.0,1.0,1.0,0.0,7.0,5.0,,,13.0,,30.0,,11.6241,18.0,2.0,9.0,0.0,40.0,14.0,,1.0,4.0,26.0,15.0,1.0,466.0,3.0,100.0,3.0,1.0,140.0,1.0,13.0,150.0,630.0,,150.0,,5.0,8.0,,1.9178,0.0,0.0662,6.0,40.0,2.0,21.0,,9.0,45.0,4.0,16.0,1.0,2.0,866.0,1.0,33.0,8.0,438.0,22.0,5.0,12.0,26.0,94.0,72.0,2.0,1.0,112.0,,2.0,6.0,1.0,311.0,12.0,,2.0,56.0,3.0,0.0,4.0,13.0,,2.0,,5.0,7.0,3.0,1.0,0.7312,0.0,,,,,,,,,,,,,,,,,,6.0,16.0,1.0,2.0,,30.0,10.0,,,,,,,
131897,Mathew Ryan,Goalkeeper,Arsenal,3,Australia,2020-21,2.0,,,,,1.0,,14.0,,397.0,,,0.0,,,,,1.0,1.0,1.0,5.0,12.6399,1.0,,,0.0,101.0,14.0,,,,,,,292.0,,87.0,,,119.0,1.0,62.0,,533.0,,285.0,,83.0,33.0,,0.0044,0.0,,,2.0,,,,14.0,85.0,,3.0,3.0,,1260.0,,3.0,,250.0,1.0,15.0,21.0,1.0,102.0,5.0,,0.0,176.0,,,1.0,,27.0,20.0,,,2.0,2.0,0.0,,,,,,,,50.0,1.0,,1.0,,12.0,12.0,65.0,,5.0,,10.0,,14.0,24.0,,,133.0,14.0,10.0,12.0,,,,,,,,,,1.0,,,,
439482,Miguel Azeez,Midfielder,Arsenal,3,England,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153256,Mohamed Elneny,Midfielder,Arsenal,3,Egypt,2020-21,62.0,40.0,2.0,3.0,0.2058,14.0,,23.0,26.0,1010.0,1.0,,1.0,1.0,6.0,1.0,1.0,24.0,2.0,27.0,1.0,17.1285,4.0,1.0,10.0,1.0,92.0,23.0,1.0,,3.0,2.0,7.0,,993.0,4.0,89.0,6.0,,322.0,10.0,37.0,129.0,1147.0,1.0,516.0,,19.0,26.0,,0.4547,0.0,,7.0,51.0,,7.0,,17.0,70.0,2.0,32.0,5.0,1.0,1542.0,,35.0,14.0,903.0,6.0,20.0,20.0,38.0,331.0,97.0,7.0,0.0,228.0,,1.0,8.0,,424.0,18.0,,1.0,65.0,8.0,0.0,2.0,4.0,4.0,24.0,,4.0,1.0,9.0,5.0,0.4065,3.0,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,
195735,Nicolas Pépé,Forward,Arsenal,3,Cote d’Ivoire,2020-21,118.0,62.0,9.0,21.0,6.7804,20.0,1.0,29.0,26.0,629.0,10.0,4.0,6.0,3.0,13.0,11.0,11.0,30.0,3.0,73.0,1.0,21.3152,10.0,6.0,26.0,3.0,80.0,29.0,3.0,7.0,39.0,50.0,62.0,1.0,620.0,18.0,296.0,15.0,1.0,202.0,11.0,7.0,235.0,1034.0,3.0,156.0,,5.0,24.0,,1.5687,1.0,0.0754,39.0,115.0,1.0,19.0,,16.0,120.0,32.0,66.0,3.0,,1612.0,2.0,109.0,47.0,502.0,122.0,12.0,21.0,88.0,80.0,227.0,15.0,4.0,112.0,1.0,,5.0,,360.0,18.0,,6.0,161.0,36.0,1.0,17.0,27.0,1.0,12.0,1.0,7.0,3.0,1.0,4.0,5.7981,1.0,,,,,,,,,,1.0,,,,,,,,5.0,11.0,3.0,2.0,7.0,21.0,7.0,,,,,,,
92371,Pablo Marí,Defender,Arsenal,3,Spain,2020-21,34.0,14.0,1.0,,,15.0,,10.0,9.0,629.0,,,,1.0,,,,22.0,,20.0,,9.6701,2.0,,4.0,0.0,36.0,10.0,,,,,,,622.0,1.0,79.0,9.0,,168.0,8.0,18.0,33.0,710.0,,434.0,,45.0,30.0,,0.3339,0.0,,1.0,33.0,,,,10.0,78.0,,49.0,4.0,,900.0,,47.0,3.0,533.0,3.0,29.0,8.0,12.0,228.0,81.0,1.0,,200.0,,,6.0,,117.0,8.0,,,32.0,27.0,0.0,,3.0,7.0,9.0,,,1.0,17.0,5.0,0.0527,2.0,,,,1.0,,,,,,2.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,
54694,Pierre-Emerick Aubameyang,Forward,Arsenal,3,Gabon,2020-21,120.0,63.0,13.0,22.0,7.8063,12.0,1.0,29.0,31.0,624.0,10.0,17.0,4.0,5.0,3.0,10.0,10.0,58.0,2.0,41.0,,23.6723,19.0,8.0,18.0,2.0,65.0,29.0,8.0,1.0,13.0,28.0,32.0,,613.0,22.0,248.0,8.0,,83.0,13.0,13.0,189.0,940.0,2.0,145.0,,12.0,38.0,1.0,2.9674,0.0,,44.0,125.0,3.0,30.0,,26.0,137.0,28.0,93.0,5.0,2.0,2336.0,9.0,76.0,30.0,474.0,125.0,15.0,26.0,62.0,201.0,196.0,18.0,6.0,151.0,2.0,2.0,4.0,,352.0,24.0,1.0,8.0,103.0,35.0,0.0,15.0,12.0,,7.0,2.0,7.0,5.0,6.0,6.0,10.2481,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,10.0,2.0,,10.0,1.0,,,,,,
200641,Reiss Nelson,Forward,Arsenal,3,England,2020-21,6.0,1.0,,,,1.0,,2.0,1.0,17.0,,,,,2.0,,,,,3.0,,0.3468,,,1.0,0.0,5.0,2.0,,,3.0,9.0,5.0,,17.0,1.0,18.0,,,4.0,2.0,2.0,7.0,44.0,,5.0,1.0,1.0,1.0,,0.0375,0.0,,1.0,2.0,,,,,3.0,4.0,,,,70.0,,3.0,1.0,12.0,4.0,1.0,,6.0,2.0,9.0,,,4.0,,,1.0,,11.0,,,,9.0,,0.0,1.0,1.0,,1.0,,,,1.0,1.0,0.0593,0.0,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,1.0,4.0,2.0,,,,,,,
156074,Rob Holding,Defender,Arsenal,3,England,2020-21,112.0,62.0,,2.0,0.1663,43.0,,30.0,30.0,1802.0,,2.0,,,2.0,2.0,2.0,60.0,3.0,55.0,2.0,25.2925,3.0,,5.0,0.0,138.0,30.0,,,3.0,1.0,9.0,,1776.0,12.0,264.0,20.0,,812.0,25.0,92.0,69.0,2132.0,1.0,1103.0,,111.0,98.0,,0.3551,0.0,,14.0,123.0,1.0,,,28.0,234.0,1.0,132.0,11.0,,2558.0,,127.0,17.0,1476.0,22.0,119.0,26.0,52.0,304.0,239.0,10.0,,617.0,,,23.0,,466.0,23.0,,,107.0,72.0,0.0,3.0,8.0,27.0,24.0,,1.0,,33.0,13.0,1.0259,2.0,,,,,,,,,1.0,3.0,,,,,,,,,,9.0,1.0,2.0,,1.0,2.0,1.0,,,,,
115918,Rúnar Rúnarsson,Goalkeeper,Arsenal,3,Iceland,2020-21,,,,,,,,1.0,,9.0,,,,,1.0,,,,,,,0.0949,,,,0.0,3.0,1.0,,,,,,,6.0,,4.0,,,3.0,,,,13.0,,5.0,,3.0,1.0,,,0.0,,,1.0,,,,,4.0,,,,,16.0,,,,5.0,,,,,1.0,,,,5.0,,,,,,,,,,,0.0,,,,,,,,2.0,,,0.0,,,,1.0,,,,,,,2.0,,,3.0,,1.0,,,,,,,,,,,,,,,
167199,Thomas Partey,Midfielder,Arsenal,3,Ghana,2020-21,83.0,58.0,7.0,4.0,0.9345,44.0,2.0,24.0,39.0,1140.0,,,,7.0,6.0,1.0,1.0,18.0,2.0,89.0,1.0,14.2423,10.0,,17.0,0.0,140.0,24.0,,,7.0,6.0,17.0,,1109.0,15.0,197.0,21.0,,354.0,18.0,65.0,132.0,1399.0,1.0,447.0,1.0,38.0,42.0,,1.0719,0.0,,19.0,108.0,2.0,4.0,,18.0,146.0,6.0,41.0,5.0,3.0,1534.0,,112.0,23.0,929.0,10.0,15.0,18.0,65.0,292.0,195.0,12.0,,362.0,,3.0,23.0,,547.0,16.0,,,154.0,23.0,0.0,5.0,28.0,5.0,23.0,,8.0,7.0,4.0,13.0,1.3433,5.0,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,
47431,Willian,Forward,Arsenal,3,Brazil,2020-21,50.0,38.0,7.0,3.0,1.6397,13.0,2.0,25.0,19.0,677.0,1.0,4.0,0.0,5.0,9.0,2.0,2.0,16.0,3.0,47.0,,13.8569,27.0,2.0,21.0,0.0,47.0,25.0,1.0,,5.0,77.0,20.0,5.0,643.0,10.0,214.0,7.0,5.0,174.0,5.0,35.0,222.0,964.0,2.0,187.0,1.0,9.0,19.0,,2.3275,0.0,0.4199,13.0,75.0,5.0,16.0,,16.0,84.0,28.0,25.0,1.0,,1406.0,,56.0,24.0,558.0,36.0,6.0,17.0,34.0,171.0,106.0,13.0,1.0,110.0,,,6.0,,433.0,14.0,,2.0,81.0,9.0,0.0,8.0,13.0,,8.0,,10.0,5.0,4.0,2.0,1.9173,0.0,,,,,,,,,,1.0,,,,,,,,12.0,44.0,5.0,12.0,6.0,72.0,27.0,,,,,,1.0,
233425,Aaron Connolly,Forward,Brighton,36,Ireland,2020-21,52.0,30.0,4.0,9.0,2.5972,6.0,,17.0,17.0,92.0,2.0,8.0,1.0,1.0,8.0,5.0,5.0,31.0,1.0,27.0,1.0,9.5025,5.0,3.0,16.0,0.0,12.0,17.0,2.0,,6.0,2.0,14.0,,87.0,10.0,63.0,3.0,,23.0,6.0,,30.0,204.0,,22.0,1.0,1.0,4.0,,0.0902,0.0,,19.0,19.0,1.0,6.0,1.0,9.0,20.0,2.0,38.0,,2.0,790.0,,34.0,5.0,72.0,37.0,1.0,17.0,21.0,27.0,86.0,4.0,1.0,12.0,,2.0,3.0,,50.0,16.0,,3.0,48.0,7.0,0.0,5.0,5.0,,,,8.0,1.0,,1.0,3.9741,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
