playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCrossesOpenPlay,foulWonPenalty,successfulCrossesAndCorners,penaltiesConceded,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,lastPlayerTackle,clearancesOffTheLine,redCards2ndYellow,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,drops,crossesNotClaimed,otherGoals,setPiecesGoals
54102,Jack Wilshere,Midfielder,Arsenal,3,England,2013-14,133.0,4.0,8.0,2.253,31.0,30.0,24.0,1219.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,7.0,4.0,120.0,4.0,28.5704,29.0,,2.0,44.0,0.0,123.0,24.0,1.0,2.0,54.0,19.0,84.0,,1196.0,9.0,333.0,27.0,,354.0,29.0,60.0,152.0,1586.0,3.0,3.0,295.0,,10.0,20.0,1.0,4.4933,0.0,,9.0,17.0,159.0,4.0,59.0,19.0,169.0,17.0,1.0,11.0,5.0,3.0,1719.0,1.0,124.0,35.0,990.0,71.0,5.0,23.0,126.0,330.0,257.0,6.0,1.0,383.0,3.0,4.0,758.0,19.0,,2.0,246.0,4.0,0.0,12.0,45.0,4.0,10.0,6.0,2.0,4.0,10.0,1.7093,6.0,3.0,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,Arsenal,3,England,2013-14,113.0,2.0,2.0,0.0403,68.0,,28.0,1089.0,,,,,4.0,1.0,1.0,44.0,1.0,96.0,2.0,25.2338,12.0,15.0,2.0,11.0,0.0,103.0,28.0,,,25.0,59.0,33.0,,1069.0,4.0,378.0,44.0,,42.0,18.0,27.0,198.0,1739.0,145.0,,395.0,,52.0,76.0,1.0,2.2054,1.0,,7.0,6.0,171.0,1.0,,24.0,223.0,59.0,,88.0,8.0,1.0,2055.0,,140.0,46.0,839.0,46.0,119.0,17.0,69.0,435.0,253.0,27.0,,414.0,1.0,24.0,483.0,16.0,,2.0,165.0,44.0,1.0,16.0,19.0,3.0,53.0,3.0,,50.0,8.0,0.4076,2.0,12.0,,12.0,,43.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14985,Kim Källström,Midfielder,Arsenal,3,Sweden,2013-14,9.0,1.0,1.0,0.0809,9.0,2.0,3.0,111.0,,,,,2.0,1.0,1.0,1.0,,9.0,,1.5112,,1.0,1.0,,0.0,20.0,3.0,,,1.0,3.0,1.0,,111.0,1.0,26.0,7.0,,35.0,4.0,5.0,15.0,141.0,,,42.0,,3.0,1.0,,0.1144,0.0,,,2.0,17.0,,7.0,1.0,20.0,3.0,,3.0,,,128.0,,11.0,4.0,86.0,5.0,6.0,2.0,8.0,25.0,20.0,2.0,,36.0,,2.0,50.0,2.0,,1.0,17.0,2.0,0.0,1.0,,,1.0,,,2.0,3.0,0.1857,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2013-14,95.0,2.0,6.0,1.7517,54.0,1.0,32.0,1269.0,2.0,,0.0,,,4.0,4.0,46.0,2.0,72.0,4.0,34.8167,3.0,4.0,2.0,17.0,1.0,176.0,32.0,1.0,,2.0,2.0,10.0,,1243.0,5.0,106.0,41.0,,290.0,30.0,129.0,59.0,1770.0,2.0,,940.0,1.0,23.0,29.0,,0.444,1.0,,2.0,11.0,60.0,,1.0,32.0,83.0,2.0,,99.0,16.0,,2741.0,,125.0,19.0,1057.0,25.0,234.0,25.0,49.0,514.0,220.0,13.0,2.0,406.0,,13.0,246.0,23.0,1.0,2.0,121.0,53.0,0.0,2.0,4.0,23.0,89.0,3.0,,7.0,7.0,2.0769,1.0,,,,3.0,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
17733,Lukas Podolski,Forward,Arsenal,3,Germany,2013-14,59.0,10.0,19.0,7.1349,18.0,4.0,20.0,600.0,8.0,5.0,5.0,3.0,6.0,7.0,7.0,14.0,1.0,35.0,1.0,13.9321,6.0,,7.0,11.0,1.0,34.0,20.0,,8.0,7.0,20.0,25.0,1.0,594.0,12.0,135.0,14.0,1.0,98.0,9.0,7.0,173.0,814.0,12.0,2.0,135.0,,3.0,12.0,,2.1916,0.0,0.0754,,31.0,64.0,2.0,53.0,14.0,67.0,20.0,,32.0,3.0,4.0,1172.0,4.0,53.0,18.0,526.0,84.0,17.0,11.0,45.0,207.0,112.0,12.0,3.0,122.0,4.0,4.0,401.0,10.0,,7.0,80.0,18.0,0.0,22.0,6.0,,4.0,9.0,3.0,3.0,6.0,5.4156,0.0,3.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37096,Lukasz Fabianski,Goalkeeper,Arsenal,3,Poland,2013-14,,,,,,,1.0,35.0,,,,,,,,,,,,0.8471,,4.0,,,0.0,11.0,1.0,,,,,,,23.0,,13.0,,,7.0,,6.0,,48.0,,,17.0,,13.0,1.0,,0.0011,0.0,,,,,,,1.0,13.0,,,,1.0,,90.0,,,,16.0,,,,,4.0,,,,24.0,,,5.0,,,,,,0.0,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,5.0,2.0,8.0,7.0,7.0,2.0,3.0,,,,,,,,,,,,,,
18155,Mathieu Flamini,Midfielder,Arsenal,3,France,2013-14,60.0,6.0,6.0,1.1177,39.0,,27.0,1125.0,2.0,1.0,1.0,5.0,9.0,1.0,1.0,14.0,4.0,62.0,1.0,17.288,7.0,2.0,1.0,18.0,0.0,104.0,27.0,1.0,1.0,1.0,1.0,14.0,,1107.0,6.0,132.0,25.0,,300.0,24.0,66.0,142.0,1390.0,3.0,,456.0,,9.0,31.0,,0.5047,1.0,,2.0,12.0,87.0,,41.0,18.0,96.0,1.0,1.0,37.0,4.0,3.0,1604.0,,85.0,22.0,963.0,18.0,50.0,22.0,46.0,331.0,145.0,16.0,1.0,352.0,3.0,14.0,573.0,18.0,,1.0,108.0,23.0,1.0,,5.0,11.0,39.0,6.0,5.0,8.0,12.0,0.9128,8.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
37605,Mesut Özil,Midfielder,Arsenal,3,Germany,2013-14,122.0,6.0,18.0,6.7618,23.0,16.0,26.0,1639.0,5.0,11.0,0.0,3.0,1.0,8.0,8.0,12.0,3.0,93.0,3.0,29.8615,67.0,,3.0,25.0,1.0,111.0,26.0,2.0,2.0,45.0,67.0,79.0,5.0,1608.0,6.0,404.0,16.0,5.0,484.0,9.0,40.0,294.0,2063.0,17.0,1.0,282.0,1.0,17.0,20.0,1.0,6.5194,0.0,0.3321,9.0,24.0,180.0,9.0,95.0,25.0,197.0,24.0,63.0,17.0,7.0,5.0,2149.0,6.0,98.0,42.0,1402.0,102.0,2.0,23.0,110.0,394.0,220.0,7.0,5.0,467.0,5.0,7.0,1196.0,20.0,1.0,3.0,203.0,5.0,0.0,17.0,45.0,2.0,6.0,11.0,3.0,4.0,2.0,5.3243,0.0,9.0,,36.0,,1.0,31.0,,,,,,,,,,,,,24.0,,,,,,,,,,,,
8758,Mikel Arteta,Midfielder,Arsenal,3,Spain,2013-14,139.0,5.0,4.0,2.4865,105.0,5.0,31.0,2152.0,2.0,,2.0,5.0,4.0,,,41.0,3.0,150.0,2.0,33.3123,19.0,4.0,,36.0,1.0,200.0,31.0,2.0,,5.0,13.0,17.0,4.0,2064.0,3.0,215.0,71.0,4.0,625.0,33.0,143.0,213.0,2563.0,3.0,1.0,869.0,2.0,23.0,40.0,,2.2253,1.0,0.2946,,7.0,147.0,,54.0,27.0,170.0,6.0,1.0,83.0,10.0,2.0,2407.0,,192.0,39.0,1839.0,8.0,54.0,28.0,98.0,668.0,331.0,34.0,0.0,646.0,2.0,34.0,1119.0,25.0,,,248.0,42.0,1.0,1.0,17.0,7.0,63.0,3.0,5.0,11.0,15.0,2.01,3.0,3.0,,6.0,,,1.0,,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,
38411,Nacho Monreal,Defender,Arsenal,3,Spain,2013-14,64.0,1.0,1.0,0.2117,29.0,1.0,23.0,720.0,,3.0,,,10.0,1.0,1.0,23.0,2.0,47.0,1.0,18.5128,10.0,4.0,1.0,12.0,0.0,89.0,23.0,,,9.0,35.0,18.0,,712.0,2.0,158.0,21.0,,20.0,11.0,21.0,145.0,1075.0,98.0,,273.0,,22.0,28.0,,0.89,0.0,,2.0,3.0,62.0,1.0,5.0,13.0,84.0,35.0,,42.0,6.0,,1178.0,,66.0,24.0,615.0,27.0,56.0,17.0,41.0,324.0,130.0,13.0,,231.0,,8.0,370.0,15.0,,1.0,88.0,19.0,0.0,7.0,8.0,3.0,25.0,4.0,,22.0,3.0,0.342,2.0,7.0,,7.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27697,Nicklas Bendtner,Forward,Arsenal,3,Denmark,2013-14,12.0,3.0,3.0,1.7888,3.0,1.0,9.0,85.0,2.0,4.0,0.0,,8.0,1.0,1.0,8.0,,4.0,1.0,2.0966,4.0,,3.0,,2.0,6.0,9.0,1.0,,1.0,2.0,2.0,,84.0,2.0,22.0,3.0,,18.0,2.0,1.0,21.0,108.0,,,16.0,,2.0,3.0,,0.7408,0.0,,,5.0,14.0,,15.0,1.0,16.0,2.0,,14.0,,,156.0,,10.0,4.0,68.0,14.0,,2.0,4.0,33.0,22.0,2.0,2.0,13.0,,,55.0,2.0,1.0,3.0,8.0,6.0,0.0,3.0,1.0,,1.0,2.0,,1.0,,1.6975,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44346,Olivier Giroud,Forward,Arsenal,3,France,2013-14,325.0,24.0,38.0,16.4836,31.0,24.0,36.0,1114.0,16.0,29.0,6.0,7.0,,16.0,16.0,131.0,5.0,106.0,4.0,43.4767,29.0,,17.0,58.0,7.0,74.0,36.0,2.0,10.0,57.0,19.0,137.0,1.0,1063.0,50.0,606.0,21.0,1.0,324.0,48.0,31.0,315.0,1736.0,1.0,2.0,185.0,1.0,9.0,43.0,1.0,4.8552,0.0,0.0596,4.0,88.0,337.0,8.0,202.0,36.0,346.0,19.0,,277.0,10.0,6.0,3081.0,51.0,252.0,53.0,737.0,195.0,40.0,37.0,194.0,213.0,577.0,29.0,10.0,262.0,6.0,10.0,585.0,32.0,4.0,17.0,300.0,146.0,0.0,24.0,25.0,6.0,19.0,16.0,7.0,,13.0,17.3179,4.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
36968,Park Chu-Young,Forward,Arsenal,3,South Korea,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17127,Per Mertesacker,Defender,Arsenal,3,Germany,2013-14,77.0,2.0,6.0,0.8615,41.0,,35.0,1706.0,2.0,1.0,1.0,1.0,,4.0,4.0,46.0,5.0,59.0,4.0,46.2412,2.0,12.0,1.0,24.0,1.0,143.0,35.0,,,,,5.0,,1685.0,11.0,133.0,29.0,,548.0,12.0,92.0,100.0,2164.0,5.0,1.0,1184.0,,20.0,46.0,,0.629,0.0,,,17.0,99.0,,3.0,35.0,119.0,,,143.0,16.0,,3150.0,,156.0,17.0,1495.0,39.0,247.0,39.0,31.0,269.0,233.0,10.0,1.0,789.0,,12.0,403.0,34.0,2.0,1.0,90.0,97.0,0.0,2.0,2.0,17.0,59.0,,1.0,42.0,5.0,1.1693,3.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
92372,Ryo Miyaichi,Forward,Arsenal,3,Japan,2013-14,3.0,,,,1.0,,1.0,4.0,,,,,1.0,,,1.0,,2.0,,0.0573,,,,,0.0,,1.0,,,,,1.0,,4.0,,2.0,1.0,,1.0,,,2.0,10.0,,,1.0,,,,,0.0021,0.0,,,,,,1.0,,,,,1.0,,,17.0,,2.0,,4.0,,,,2.0,1.0,5.0,,,,,,4.0,,,,4.0,,0.0,,1.0,,,,,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19524,Santi Cazorla,Midfielder,Arsenal,3,Spain,2013-14,158.0,28.0,27.0,6.1041,45.0,17.0,31.0,1937.0,4.0,2.0,1.0,18.0,1.0,10.0,10.0,14.0,3.0,124.0,3.0,35.8946,59.0,4.0,10.0,32.0,2.0,187.0,31.0,2.0,2.0,43.0,105.0,85.0,6.0,1907.0,18.0,527.0,36.0,6.0,468.0,14.0,97.0,274.0,2592.0,11.0,2.0,394.0,,40.0,36.0,,6.999,0.0,0.3778,5.0,45.0,226.0,8.0,105.0,30.0,266.0,37.0,97.0,20.0,10.0,13.0,2597.0,5.0,130.0,101.0,1574.0,84.0,16.0,28.0,144.0,647.0,288.0,58.0,3.0,548.0,13.0,9.0,1313.0,25.0,,10.0,268.0,6.0,0.0,29.0,49.0,3.0,31.0,10.0,18.0,5.0,8.0,3.6219,2.0,5.0,,36.0,,2.0,55.0,,,,,,,,,,,,,28.0,,,,,,,,,,,,
133798,Serge Gnabry,Forward,Arsenal,3,Germany,2013-14,35.0,2.0,6.0,1.6459,13.0,1.0,9.0,238.0,1.0,,1.0,1.0,4.0,2.0,2.0,9.0,2.0,31.0,1.0,5.2033,5.0,,1.0,7.0,0.0,20.0,9.0,1.0,,11.0,14.0,21.0,,238.0,4.0,82.0,10.0,,92.0,2.0,3.0,58.0,356.0,,,50.0,,2.0,6.0,,0.4249,0.0,,1.0,10.0,33.0,,12.0,5.0,35.0,8.0,5.0,10.0,,3.0,464.0,1.0,32.0,17.0,200.0,17.0,6.0,6.0,26.0,36.0,67.0,8.0,0.0,52.0,3.0,3.0,153.0,4.0,,1.0,57.0,1.0,0.0,4.0,11.0,,6.0,6.0,1.0,,1.0,0.9258,0.0,,1.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
20467,Theo Walcott,Forward,Arsenal,3,England,2013-14,51.0,4.0,17.0,5.2198,5.0,2.0,13.0,258.0,5.0,6.0,4.0,1.0,4.0,11.0,11.0,14.0,1.0,19.0,3.0,15.4927,19.0,,3.0,7.0,1.0,23.0,13.0,3.0,1.0,21.0,46.0,33.0,3.0,247.0,12.0,142.0,4.0,3.0,83.0,4.0,2.0,71.0,454.0,3.0,1.0,43.0,,1.0,4.0,,3.2707,0.0,0.213,2.0,29.0,47.0,4.0,21.0,9.0,48.0,20.0,36.0,18.0,2.0,1.0,858.0,4.0,23.0,8.0,208.0,80.0,4.0,13.0,37.0,54.0,74.0,4.0,1.0,50.0,1.0,1.0,188.0,12.0,1.0,3.0,56.0,4.0,0.0,16.0,9.0,,4.0,3.0,1.0,1.0,2.0,4.6357,1.0,10.0,,21.0,,,19.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,
15943,Thomas Vermaelen,Defender,Arsenal,3,Belgium,2013-14,28.0,1.0,,,14.0,,14.0,347.0,,1.0,,,7.0,,,20.0,2.0,22.0,1.0,15.653,,9.0,1.0,6.0,0.0,29.0,14.0,,,1.0,2.0,3.0,1.0,339.0,3.0,43.0,10.0,1.0,45.0,6.0,40.0,25.0,515.0,15.0,,208.0,1.0,11.0,6.0,,0.1728,0.0,0.0482,,3.0,21.0,1.0,1.0,7.0,32.0,2.0,,53.0,1.0,,782.0,,55.0,6.0,275.0,8.0,78.0,16.0,8.0,163.0,83.0,4.0,,114.0,,4.0,107.0,14.0,,1.0,30.0,33.0,0.0,1.0,3.0,2.0,19.0,,,12.0,2.0,0.2349,0.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
8597,Tomas Rosicky,Midfielder,Arsenal,3,Czech Republic,2013-14,90.0,7.0,10.0,2.9698,23.0,7.0,27.0,1121.0,2.0,,1.0,6.0,10.0,2.0,2.0,16.0,1.0,67.0,2.0,19.8057,33.0,,1.0,21.0,1.0,62.0,27.0,2.0,,16.0,17.0,30.0,,1116.0,7.0,245.0,19.0,,365.0,31.0,36.0,180.0,1344.0,5.0,,194.0,,15.0,32.0,4.0,2.2172,0.0,,4.0,17.0,157.0,1.0,78.0,17.0,172.0,16.0,2.0,29.0,2.0,6.0,1574.0,9.0,80.0,36.0,913.0,25.0,4.0,18.0,74.0,241.0,170.0,9.0,1.0,335.0,6.0,4.0,762.0,17.0,,1.0,141.0,13.0,0.0,5.0,23.0,3.0,16.0,12.0,6.0,,16.0,2.0258,8.0,6.0,,7.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
59936,Wojciech Szczesny,Goalkeeper,Arsenal,3,Poland,2013-14,5.0,,,,3.0,,37.0,982.0,,,,,,,,1.0,5.0,7.0,5.0,48.4509,,174.0,,5.0,0.0,380.0,37.0,,,1.0,,1.0,,488.0,,379.0,1.0,,70.0,2.0,373.0,,1459.0,,,325.0,,357.0,41.0,,0.078,0.0,,,,13.0,,,37.0,370.0,,,15.0,16.0,,3330.0,,21.0,1.0,239.0,,47.0,41.0,4.0,117.0,26.0,,,795.0,,2.0,287.0,36.0,,,11.0,14.0,0.0,,3.0,,,,,191.0,2.0,,2.0,,,,2.0,,,2.0,,,63.0,111.0,61.0,317.0,386.0,136.0,33.0,49.0,,,,,1.0,27.0,6.0,1.0,27.0,21.0,5.0,5.0,,
