playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,goalsConcededOutsideBox,penaltyGoalsConceded,ownGoalScored,headedGoals,handballsConceded,penaltiesConceded,lastPlayerTackle,hitWoodwork,foulWonPenalty,successfulCornersIntoBox,throwInsToOppositionPlayer,attemptsFromSetPieces,setPiecesGoals,penaltiesTaken,penaltyGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,penaltiesFaced,savesFromPenalty,forwardPasses,redCards2ndYellow,otherGoals,goalkeeperSmother,leftsidePasses
28440,Denilson,Midfielder,Arsenal,3,Brazil,2009-10,141.0,1.0,0.0,7.0,9.0,52.0,15.0,15.0,154.0,20.0,1.0,34.0,19.0,171.0,5.0,1260.0,3.0,1.0,1.0,1.0,54.0,5.0,3.0,1573.0,1.0,25.0,134.0,105.0,1021.0,8.0,11.0,,20.0,21.0,116.0,42.0,4.0,275.0,2.0,118.0,20.0,3.0,15.0,,6.0,645.0,18.0,6.0,47.0,221.0,29.0,0.0,1237.0,6.0,3.0,242.0,37.0,11.0,4.0,33.0,61.0,,68.0,1591.0,1.0,6.0,3.0,447.0,2.0,17.0,46.0,,3.0,3.0,,,2.0,1.0,,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
38470,Eduardo da Silva,Forward,Arsenal,3,Croatia,2009-10,76.0,,0.0,11.0,17.0,7.0,32.0,8.0,67.0,24.0,4.0,43.0,13.0,70.0,16.0,367.0,2.0,1.0,11.0,14.0,33.0,,1.0,1120.0,7.0,23.0,42.0,32.0,292.0,99.0,24.0,,1.0,10.0,53.0,10.0,0.0,118.0,1.0,31.0,24.0,2.0,,,11.0,227.0,10.0,29.0,35.0,85.0,10.0,0.0,360.0,15.0,21.0,135.0,7.0,15.0,,14.0,13.0,9.0,5.0,583.0,6.0,13.0,2.0,71.0,0.0,3.0,12.0,9.0,,1.0,,,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
19701,Emmanuel Eboué,Defender,Arsenal,3,Cote d’Ivoire,2009-10,108.0,5.0,0.0,2.0,4.0,43.0,14.0,9.0,88.0,25.0,3.0,47.0,17.0,99.0,37.0,746.0,1.0,0.0,8.0,3.0,27.0,4.0,5.0,1493.0,4.0,21.0,132.0,126.0,620.0,71.0,22.0,2.0,16.0,18.0,87.0,41.0,0.0,240.0,1.0,83.0,25.0,1.0,13.0,,31.0,415.0,16.0,40.0,63.0,213.0,6.0,0.0,729.0,10.0,17.0,220.0,30.0,42.0,4.0,20.0,36.0,3.0,27.0,1200.0,63.0,10.0,6.0,237.0,4.0,11.0,21.0,4.0,2.0,3.0,,,1.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
38519,Fran Mérida,Midfielder,Arsenal,3,Spain,2009-10,5.0,,0.0,,1.0,4.0,1.0,2.0,8.0,4.0,,4.0,,10.0,1.0,47.0,1.0,1.0,4.0,,1.0,,,61.0,,,8.0,7.0,36.0,1.0,1.0,,1.0,2.0,5.0,3.0,0.0,13.0,0.0,2.0,4.0,1.0,1.0,,1.0,22.0,1.0,1.0,2.0,12.0,1.0,0.0,46.0,,,14.0,3.0,,1.0,2.0,1.0,,1.0,69.0,,,,15.0,0.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56864,Francis Coquelin,Midfielder,Arsenal,3,France,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17336,Gaël Clichy,Defender,Arsenal,3,France,2009-10,97.0,13.0,0.0,1.0,4.0,73.0,7.0,4.0,183.0,24.0,1.0,4.0,23.0,244.0,64.0,1175.0,,,1.0,,52.0,9.0,13.0,2086.0,,23.0,150.0,121.0,874.0,8.0,11.0,14.0,87.0,27.0,74.0,25.0,0.0,247.0,,128.0,24.0,,19.0,,13.0,536.0,25.0,64.0,24.0,195.0,29.0,0.0,1154.0,3.0,7.0,420.0,54.0,23.0,5.0,24.0,82.0,,57.0,1856.0,171.0,,54.0,408.0,4.0,61.0,60.0,,2.0,4.0,,,,,4.0,,,,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
40564,Henri Lansbury,Midfielder,Arsenal,3,England,2009-10,,1.0,0.0,1.0,,,,,1.0,1.0,,2.0,,1.0,,16.0,,,1.0,,,,1.0,13.0,,,,,13.0,1.0,1.0,,,,,,0.0,,,1.0,1.0,,,,,8.0,,,,,,0.0,16.0,,,1.0,,,,,,,2.0,18.0,,,,8.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54102,Jack Wilshere,Midfielder,Arsenal,3,England,2009-10,90.0,2.0,0.0,5.0,5.0,32.0,12.0,9.0,88.0,15.0,1.0,11.0,13.0,103.0,21.0,401.0,1.0,1.0,2.0,15.0,12.0,,7.0,1093.0,3.0,7.0,89.0,84.0,284.0,19.0,19.0,,4.0,18.0,83.0,34.0,2.0,179.0,0.0,84.0,15.0,,11.0,1.0,19.0,209.0,16.0,43.0,42.0,167.0,5.0,0.0,399.0,7.0,6.0,192.0,21.0,18.0,,27.0,31.0,11.0,14.0,684.0,5.0,8.0,4.0,96.0,4.0,15.0,17.0,,2.0,2.0,,,2.0,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
56865,Jay Emmanuel-Thomas,Forward,Arsenal,3,England,2009-10,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19160,Johan Djourou,Defender,Arsenal,3,Switzerland,2009-10,1.0,,0.0,,,1.0,,,2.0,1.0,,,,2.0,,19.0,,,1.0,,,,,28.0,,,4.0,4.0,13.0,,,,1.0,,1.0,3.0,0.0,5.0,,1.0,1.0,,1.0,,,3.0,,,,5.0,,0.0,18.0,,,2.0,,,,1.0,1.0,,4.0,25.0,,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,Arsenal,3,England,2009-10,16.0,2.0,0.0,1.0,,10.0,,1.0,32.0,3.0,,,3.0,37.0,9.0,165.0,,,,,13.0,,2.0,270.0,,8.0,20.0,15.0,124.0,6.0,1.0,,12.0,3.0,8.0,2.0,0.0,36.0,,16.0,3.0,,3.0,,3.0,71.0,3.0,9.0,4.0,23.0,5.0,0.0,161.0,,1.0,54.0,7.0,3.0,,1.0,11.0,,4.0,250.0,20.0,,7.0,59.0,1.0,5.0,12.0,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
37096,Lukasz Fabianski,Goalkeeper,Arsenal,3,Poland,2009-10,,,0.0,,,,,,3.0,4.0,,,4.0,59.0,,104.0,,,,,3.0,2.0,,360.0,,,4.0,1.0,24.0,,,6.0,8.0,5.0,,1.0,0.0,4.0,,56.0,4.0,,,,,12.0,4.0,,,1.0,3.0,0.0,57.0,,,61.0,,,,1.0,,,21.0,171.0,,,35.0,33.0,1.0,56.0,6.0,,1.0,,,,1.0,,,,,,,,,,,,7.0,6.0,27.0,4.0,6.0,9.0,2.0,1.0,49.0,17.0,2.0,3.0,,,,,,,,
14422,Manuel Almunia,Goalkeeper,Arsenal,3,Spain,2009-10,1.0,,0.0,,,1.0,,,13.0,29.0,1.0,,29.0,448.0,,799.0,,,,,2.0,10.0,,2610.0,,,11.0,9.0,163.0,,,80.0,30.0,31.0,1.0,7.0,0.0,12.0,,400.0,29.0,,1.0,,,131.0,28.0,,,10.0,2.0,0.0,420.0,,1.0,466.0,,1.0,,1.0,,,188.0,1184.0,,,247.0,220.0,1.0,435.0,43.0,,3.0,4.0,,,,1.0,1.0,,,,,,,,,,51.0,30.0,217.0,20.0,16.0,67.0,6.0,8.0,298.0,131.0,11.0,35.0,2.0,6.0,2.0,1.0,,,,
1851,Mikael Silvestre,Defender,Arsenal,3,France,2009-10,36.0,,0.0,,2.0,15.0,6.0,,60.0,12.0,,1.0,9.0,81.0,14.0,443.0,1.0,1.0,3.0,,26.0,4.0,,857.0,,15.0,34.0,23.0,322.0,10.0,4.0,3.0,44.0,8.0,21.0,6.0,0.0,70.0,0.0,51.0,12.0,,4.0,,,119.0,7.0,14.0,2.0,44.0,11.0,0.0,435.0,4.0,1.0,121.0,11.0,2.0,6.0,14.0,27.0,,40.0,601.0,14.0,1.0,13.0,243.0,2.0,21.0,33.0,,1.0,1.0,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
27697,Nicklas Bendtner,Forward,Arsenal,3,Denmark,2009-10,119.0,4.0,0.0,10.0,17.0,16.0,43.0,15.0,127.0,23.0,5.0,61.0,13.0,135.0,18.0,506.0,6.0,3.0,10.0,,102.0,2.0,4.0,1228.0,13.0,47.0,95.0,40.0,359.0,90.0,14.0,1.0,15.0,13.0,72.0,14.0,6.0,214.0,3.0,35.0,23.0,4.0,6.0,,8.0,282.0,11.0,18.0,54.0,112.0,55.0,0.0,504.0,26.0,14.0,214.0,10.0,10.0,3.0,17.0,10.0,,12.0,757.0,5.0,5.0,1.0,93.0,2.0,8.0,18.0,7.0,2.0,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16854,Philippe Senderos,Defender,Arsenal,3,Switzerland,2009-10,,,0.0,,,2.0,1.0,1.0,4.0,2.0,,,1.0,8.0,,24.0,,,1.0,,1.0,1.0,,91.0,,,4.0,3.0,13.0,1.0,,2.0,11.0,,,1.0,0.0,4.0,,3.0,2.0,,,,,7.0,,,,3.0,1.0,0.0,23.0,1.0,,12.0,2.0,,,,5.0,,3.0,45.0,,,3.0,9.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12297,Robin van Persie,Forward,Arsenal,3,Netherlands,2009-10,101.0,2.0,0.0,23.0,28.0,11.0,53.0,26.0,84.0,16.0,7.0,50.0,14.0,89.0,20.0,439.0,9.0,4.0,2.0,45.0,44.0,3.0,15.0,1256.0,5.0,29.0,62.0,47.0,340.0,118.0,34.0,,9.0,16.0,72.0,22.0,4.0,163.0,5.0,20.0,16.0,4.0,4.0,4.0,12.0,304.0,15.0,58.0,44.0,119.0,15.0,0.0,427.0,25.0,25.0,210.0,7.0,14.0,,24.0,15.0,27.0,10.0,750.0,,3.0,1.0,61.0,3.0,5.0,9.0,18.0,1.0,2.0,,1.0,,,,5.0,,12.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
28554,Samir Nasri,Midfielder,Arsenal,3,France,2009-10,138.0,13.0,0.0,18.0,11.0,37.0,19.0,28.0,147.0,26.0,4.0,57.0,22.0,158.0,54.0,1163.0,2.0,2.0,4.0,42.0,23.0,4.0,29.0,1887.0,9.0,21.0,99.0,97.0,958.0,68.0,48.0,,11.0,25.0,117.0,19.0,2.0,237.0,0.0,94.0,26.0,2.0,8.0,,29.0,779.0,22.0,86.0,95.0,214.0,2.0,0.0,1127.0,8.0,16.0,351.0,29.0,41.0,1.0,11.0,36.0,23.0,47.0,1673.0,34.0,8.0,5.0,255.0,2.0,11.0,22.0,6.0,3.0,2.0,,,1.0,,,,,12.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
1886,Sol Campbell,Defender,Arsenal,3,England,2009-10,29.0,,0.0,1.0,2.0,26.0,5.0,,47.0,11.0,,2.0,10.0,71.0,,381.0,,,1.0,,29.0,4.0,,955.0,,8.0,59.0,38.0,286.0,11.0,2.0,6.0,56.0,10.0,21.0,8.0,0.0,88.0,,46.0,11.0,,4.0,,1.0,82.0,8.0,,7.0,59.0,21.0,0.0,374.0,3.0,,108.0,22.0,4.0,8.0,11.0,27.0,,24.0,538.0,3.0,,21.0,228.0,3.0,24.0,18.0,,2.0,1.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20467,Theo Walcott,Forward,Arsenal,3,England,2009-10,99.0,17.0,0.0,8.0,14.0,14.0,27.0,7.0,54.0,23.0,2.0,15.0,12.0,57.0,62.0,335.0,3.0,1.0,11.0,1.0,13.0,1.0,19.0,1130.0,1.0,8.0,52.0,47.0,274.0,99.0,21.0,1.0,4.0,9.0,91.0,14.0,2.0,151.0,2.0,33.0,23.0,1.0,2.0,2.0,37.0,227.0,8.0,62.0,81.0,138.0,5.0,0.0,335.0,13.0,24.0,205.0,12.0,19.0,,7.0,8.0,,4.0,653.0,1.0,9.0,2.0,70.0,0.0,3.0,10.0,5.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15943,Thomas Vermaelen,Defender,Arsenal,3,Belgium,2009-10,115.0,1.0,1.0,10.0,13.0,64.0,28.0,1.0,134.0,33.0,1.0,4.0,33.0,189.0,6.0,1131.0,7.0,2.0,,,173.0,10.0,1.0,2799.0,,72.0,206.0,105.0,854.0,34.0,4.0,8.0,234.0,34.0,43.0,32.0,6.0,321.0,5.0,144.0,33.0,1.0,19.0,4.0,,256.0,31.0,6.0,10.0,148.0,101.0,1.0,1110.0,15.0,1.0,313.0,45.0,9.0,18.0,28.0,67.0,,88.0,1652.0,3.0,2.0,50.0,687.0,3.0,55.0,72.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,9.0,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
8597,Tomas Rosicky,Midfielder,Arsenal,3,Czech Republic,2009-10,69.0,5.0,0.0,9.0,14.0,23.0,31.0,20.0,134.0,25.0,4.0,49.0,14.0,140.0,16.0,741.0,3.0,1.0,11.0,11.0,26.0,1.0,7.0,1297.0,5.0,16.0,91.0,81.0,584.0,51.0,24.0,,7.0,20.0,53.0,36.0,0.0,160.0,2.0,82.0,25.0,2.0,5.0,1.0,6.0,463.0,17.0,21.0,32.0,134.0,10.0,0.0,728.0,17.0,8.0,205.0,18.0,22.0,1.0,12.0,18.0,5.0,17.0,1017.0,14.0,12.0,2.0,145.0,1.0,6.0,24.0,,3.0,1.0,,,1.0,,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
20487,Vito Mannone,Goalkeeper,Arsenal,3,Italy,2009-10,,,0.0,,,,,,3.0,5.0,,,5.0,55.0,,128.0,,,,,,2.0,,450.0,,,2.0,2.0,30.0,,,21.0,4.0,5.0,,2.0,0.0,2.0,,49.0,5.0,,,,,30.0,5.0,,,2.0,,0.0,68.0,,,55.0,,,,,,,43.0,191.0,,,31.0,43.0,1.0,52.0,6.0,,,1.0,,,,,,,,,,,,,,,7.0,9.0,34.0,3.0,2.0,18.0,2.0,1.0,42.0,21.0,6.0,9.0,,1.0,,,,,,
6254,William Gallas,Defender,Arsenal,3,France,2009-10,79.0,1.0,0.0,1.0,7.0,38.0,16.0,2.0,77.0,26.0,,,26.0,113.0,2.0,1023.0,3.0,2.0,,,74.0,9.0,1.0,2340.0,,36.0,92.0,54.0,857.0,24.0,3.0,6.0,204.0,30.0,43.0,12.0,0.0,171.0,1.0,160.0,26.0,,6.0,,8.0,264.0,28.0,2.0,20.0,97.0,38.0,0.0,1001.0,9.0,1.0,235.0,32.0,4.0,16.0,14.0,49.0,,53.0,1424.0,6.0,,36.0,647.0,2.0,36.0,37.0,7.0,2.0,4.0,,3.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59936,Wojciech Szczesny,Goalkeeper,Arsenal,3,Poland,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59282,Ashley Sammons,Midfielder,Birmingham,41,England,2009-10,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,Barry Ferguson,Midfielder,Birmingham,41,Scotland,2009-10,107.0,2.0,1.0,5.0,2.0,60.0,12.0,18.0,344.0,37.0,,60.0,37.0,435.0,13.0,2168.0,,,,5.0,52.0,10.0,3.0,3328.0,2.0,21.0,142.0,111.0,1543.0,14.0,17.0,8.0,80.0,45.0,86.0,42.0,0.0,249.0,,267.0,37.0,,18.0,,2.0,915.0,38.0,18.0,26.0,197.0,31.0,0.0,2106.0,10.0,4.0,533.0,42.0,9.0,12.0,42.0,106.0,4.0,190.0,2618.0,13.0,1.0,53.0,821.0,7.0,91.0,84.0,1.0,7.0,2.0,,,5.0,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,
18804,Cameron Jerome,Forward,Birmingham,41,England,2009-10,320.0,9.0,0.0,17.0,32.0,29.0,61.0,7.0,297.0,32.0,3.0,76.0,32.0,311.0,27.0,779.0,11.0,6.0,,,293.0,6.0,9.0,2684.0,25.0,161.0,220.0,88.0,459.0,120.0,36.0,1.0,30.0,33.0,159.0,39.0,6.0,540.0,5.0,97.0,32.0,9.0,7.0,,38.0,383.0,28.0,27.0,101.0,247.0,132.0,0.0,779.0,29.0,27.0,463.0,22.0,20.0,6.0,47.0,19.0,,9.0,1268.0,6.0,12.0,9.0,94.0,5.0,14.0,37.0,19.0,5.0,3.0,,1.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
